home_team,away_team,spread,home_elo,away_elo,home_adjusted_epa,away_adjusted_epa,home_points_per_opportunity_offense,away_points_per_opportunity_offense,ensemble_pred,line_value,confidence,value_rating,suggested_side
Sam Houston,Florida International,10.0,1068,1343,0.0181349524367977,0.1111742617112183,2.612244897959184,3.966666666666667,-0.5343055490032778,-10.534305549003278,71.3357638725082,Strong Value,Florida International
Marshall,Georgia Southern,-7.5,1495,1250,0.1480932567847276,0.1786057233916643,4.016666666666667,4.120689655172414,2.996542393038138,10.496542393038137,77.49135598259534,Strong Value,Marshall
Nevada,UNLV,7.5,1303,1663,0.0749397760653761,0.2477669718787695,2.7547169811320757,4.6440677966101696,-2.9177682620532552,-10.417768262053254,77.29442065513314,Strong Value,UNLV
Delaware,UTEP,-5.0,1266,1208,0.1555293415938846,0.0001488669717741,3.515151515151515,3.270833333333333,4.948814816661171,9.948814816661171,82.37203704165293,Strong Value,Delaware
Memphis,Navy,-5.0,1660,1485,0.2413884835320305,0.2527981372311643,4.538461538461538,3.982456140350877,4.893699022759577,9.893699022759577,82.23424755689894,Strong Value,Memphis
Illinois,Northwestern,-6.5,1576,1531,0.1918520803690653,0.1574080821730984,4.338983050847458,3.5283018867924527,3.3573125952250296,9.857312595225029,78.39328148806257,Strong Value,Illinois
Mississippi State,Ole Miss,7.5,1492,1959,0.1497318145527483,0.2885836631991579,4.37037037037037,4.602739726027397,-2.08218105962559,-9.58218105962559,75.20545264906397,Strong Value,Ole Miss
Michigan,Ohio State,9.5,1825,2158,0.2395009839176193,0.2940974633688028,3.697368421052632,5.083333333333333,-0.06314875757236127,-9.56314875757236,70.1578718939309,Strong Value,Ohio State
Northern Illinois,Kent State,-5.0,1260,974,0.0754006664210766,0.0787414562945093,2.7,3.236842105263158,3.482031649364835,8.482031649364835,78.70507912341209,Strong Value,Northern Illinois
Michigan State,Maryland,-4.0,1382,1414,0.1223050147994805,0.0757844683619375,3.294117647058824,3.0576923076923075,3.4358966101125072,7.435896610112508,78.58974152528127,Strong Value,Michigan State
Buffalo,Ohio,6.0,1288,1572,0.0178289540645709,0.1493442561176275,3.0384615384615383,3.3692307692307693,-1.0757861485423112,-7.075786148542312,72.68946537135578,Strong Value,Ohio
Duke,Wake Forest,-2.5,1573,1542,0.1978018170220664,0.1144436935346047,4.209677419354839,3.09375,4.5138709816250975,7.0138709816250975,81.28467745406275,Strong Value,Duke
Pittsburgh,Miami,6.5,1691,1907,0.1525734078453521,0.2268189852550622,3.701298701298701,4.485294117647059,-0.4974344047052188,-6.997434404705219,71.24358601176306,Moderate Value,Miami
Washington,Oregon,6.5,1802,2086,0.2571777251079561,0.3136395299629656,4.292307692307692,4.230769230769231,-0.3034320936626278,-6.803432093662628,70.75858023415657,Moderate Value,Oregon
Louisville,Kentucky,-3.5,1631,1578,0.1446258222191963,0.1154537580053271,3.3076923076923075,3.7735849056603774,3.040736330011112,6.5407363300111125,77.60184082502778,Moderate Value,Louisville
App State,Arkansas State,-3.0,1252,1302,0.0927885010153741,0.0378700765716693,3.78125,2.911764705882353,3.3288718141229516,6.328871814122952,78.32217953530738,Moderate Value,App State
New Mexico State,Middle Tennessee,-5.0,1188,1148,0.0551377941192521,0.1415142461154137,3.1864406779661016,3.1607142857142856,0.530186857536449,5.5301868575364495,71.32546714384112,Moderate Value,New Mexico State
TCU,Cincinnati,-4.0,1602,1569,0.1717033196136235,0.2533768496831888,3.7096774193548394,4.333333333333333,1.3369428199967632,5.3369428199967635,73.3423570499919,Moderate Value,TCU
Missouri State,Louisiana Tech,-3.0,1366,1407,0.1445047120341315,0.13920500410066,3.327586206896552,3.3035714285714284,2.172960040315293,5.172960040315293,75.43240010078823,Moderate Value,Missouri State
Florida Atlantic,East Carolina,6.5,1263,1491,0.1611028295943148,0.163916428219867,3.462686567164179,3.611940298507463,1.3643993416537434,-5.135600658346257,73.41099835413436,Moderate Value,East Carolina
Tennessee,Vanderbilt,-3.0,1856,1827,0.2883467682515815,0.3571574401449369,4.514705882352941,5.0,1.8826035173868645,4.8826035173868645,74.70650879346717,Moderate Value,Tennessee
Minnesota,Wisconsin,-1.0,1491,1521,0.1132502008213348,0.0877710792347586,3.8260869565217392,2.333333333333333,2.7090198998764325,3.7090198998764325,76.77254974969108,Slight Value,Minnesota
South Carolina,Clemson,-2.0,1730,1725,0.1441346141914369,0.1806719038846536,2.843137254901961,4.0,1.545604849026068,3.545604849026068,73.86401212256517,Slight Value,South Carolina
Arizona State,Arizona,-1.0,1653,1651,0.15269973118612,0.1639844554822792,3.196969696969697,4.029850746268656,2.523111347434193,3.523111347434193,76.30777836858547,Slight Value,Arizona State
Eastern Michigan,Western Michigan,7.0,1246,1407,0.1800978515878949,0.0798503060694051,4.0,3.2142857142857144,3.8666510205002,-3.1333489794998,79.6666275512505,Slight Value,Western Michigan
Nebraska,Iowa,5.5,1611,1902,0.1589771638164023,0.1260413919757302,3.85483870967742,4.067796610169491,2.4425986757669516,-3.0574013242330484,76.10649668941738,Slight Value,Iowa
Syracuse,Boston College,3.0,1230,1311,0.0598331156024928,0.1428263751203239,2.358490566037736,2.8703703703703702,0.7762340746406373,-2.2237659253593627,71.9405851866016,Slight Value,Boston College
Arkansas,Missouri,2.5,1588,1748,0.3130770202817807,0.1955209735004441,4.1940298507462686,3.868852459016393,4.151421635853654,1.6514216358536542,76.89277044817068,No Value,Arkansas
Texas,Texas A&M,2.0,1880,1896,0.1716837397809451,0.2811741568813936,3.305555555555556,4.383561643835616,0.353367665643213,-1.646632334356787,67.3497425076759,No Value,Texas A&M
Liberty,Kennesaw State,2.0,1457,1385,0.1644288813020778,0.1664213391170982,3.58,3.2238805970149254,3.605187277617169,1.6051872776171692,75.06484097021462,No Value,Liberty
New Mexico,San Diego State,1.5,1491,1530,0.1729161327948829,0.1049243740807271,4.051724137931035,3.418181818181818,2.9904692309379435,1.4904692309379435,72.3808653867243,No Value,New Mexico
Florida,Florida State,-1.0,1543,1606,0.1421819931991019,0.2454578471094314,3.5853658536585367,3.927536231884058,0.47841842269724255,1.4784184226972426,65.98023028371553,No Value,Florida
Utah State,Boise State,3.0,1455,1621,0.1768865501185727,0.1701910010858175,4.339285714285714,3.888888888888889,1.6558995222891628,-1.3441004777108372,67.58075358283128,No Value,Boise State
Colorado State,Air Force,3.0,1191,1350,0.1274960624086196,0.2141112554278666,3.363636363636364,4.233333333333333,1.9150165017628633,-1.0849834982371367,65.63737623677852,No Value,Air Force
Jacksonville State,Western Kentucky,2.0,1501,1401,0.1549044805114516,0.1354509580007216,3.7096774193548394,3.8666666666666663,3.06931713964205,1.0693171396420502,68.36646424552562,No Value,Jacksonville State
San José State,Fresno State,2.5,1185,1478,0.1816100455894299,0.0729717833552066,2.6206896551724137,2.913793103448276,3.376304130569479,0.876304130569479,67.20380163211848,No Value,San José State
