id,start_date,season,season_type,week,neutral_site,home_team,home_conference,home_elo,home_talent,away_team,away_conference,away_talent,away_elo,home_points,away_points,margin,spread,home_adjusted_epa,home_adjusted_epa_allowed,away_adjusted_epa,away_adjusted_epa_allowed,home_adjusted_rushing_epa,home_adjusted_rushing_epa_allowed,away_adjusted_rushing_epa,away_adjusted_rushing_epa_allowed,home_adjusted_passing_epa,home_adjusted_passing_epa_allowed,away_adjusted_passing_epa,away_adjusted_passing_epa_allowed,home_adjusted_success,home_adjusted_success_allowed,away_adjusted_success,away_adjusted_success_allowed,home_adjusted_standard_down_success,home_adjusted_standard_down_success_allowed,away_adjusted_standard_down_success,away_adjusted_standard_down_success_allowed,home_adjusted_passing_down_success,home_adjusted_passing_down_success_allowed,away_adjusted_passing_down_success,away_adjusted_passing_down_success_allowed,home_adjusted_line_yards,home_adjusted_line_yards_allowed,away_adjusted_line_yards,away_adjusted_line_yards_allowed,home_adjusted_second_level_yards,home_adjusted_second_level_yards_allowed,away_adjusted_second_level_yards,away_adjusted_second_level_yards_allowed,home_adjusted_open_field_yards,home_adjusted_open_field_yards_allowed,away_adjusted_open_field_yards,away_adjusted_open_field_yards_allowed,home_adjusted_explosiveness,home_adjusted_explosiveness_allowed,away_adjusted_explosiveness,away_adjusted_explosiveness_allowed,home_adjusted_rush_explosiveness,home_adjusted_rush_explosiveness_allowed,away_adjusted_rush_explosiveness,away_adjusted_rush_explosiveness_allowed,home_adjusted_pass_explosiveness,home_adjusted_pass_explosiveness_allowed,away_adjusted_pass_explosiveness,away_adjusted_pass_explosiveness_allowed,home_total_havoc_offense,home_front_seven_havoc_offense,home_db_havoc_offense,away_total_havoc_offense,away_front_seven_havoc_offense,away_db_havoc_offense,home_total_havoc_defense,home_front_seven_havoc_defense,home_db_havoc_defense,away_total_havoc_defense,away_front_seven_havoc_defense,away_db_havoc_defense,home_points_per_opportunity_offense,away_points_per_opportunity_offense,home_points_per_opportunity_defense,away_points_per_opportunity_defense,home_avg_start_offense,home_avg_start_defense,away_avg_start_offense,away_avg_start_defense,game_id
401761655,2025-11-21 00:30:00+00:00,2025,regular,13,False,Arkansas State,Sun Belt,1306.0,591.27,Louisiana,Sun Belt,585.82,1350.0,,,,-3.0,-0.1417435553535221,0.0668642905635582,-0.0668642905635582,0.1417435553535221,-0.2391300185219814,-0.01741152826071,0.01741152826071,0.2391300185219814,-0.1036533892602347,0.1572882837412974,-0.1572882837412974,0.1036533892602347,-0.0490636734234415,0.052065265811747,-0.052065265811747,0.0490636734234415,-0.0586775872497312,0.0335462287104623,-0.0335462287104623,0.0586775872497312,0.008300395256917,0.0711498191509613,-0.0711498191509613,-0.008300395256917,-0.7434029498525074,-0.2563048552754434,0.2563048552754434,0.7434029498525074,-0.2114454277286136,0.0074929971988795,-0.0074929971988795,0.2114454277286136,-0.2918938053097344,-0.0146125116713351,0.0146125116713351,0.2918938053097344,-0.0295431668851269,0.0712853479842561,-0.0712853479842561,0.0295431668851269,-0.1725128371509094,0.049017392064777,-0.049017392064777,0.1725128371509094,-0.0676598317654002,-0.0968679009469342,0.0968679009469342,0.0676598317654002,0.122,0.083,0.039,0.141,0.09,0.051,0.141,0.09,0.051,0.122,0.083,0.039,3.1911764705882355,3.423728813559322,3.931034482758621,3.5396825396825395,70.5,72.9,73.3,69.7,401761655
401754598,2025-11-22 01:00:00+00:00,2025,regular,13,False,NC State,ACC,1449.0,707.51,Florida State,ACC,828.45,1638.0,,,,5.5,0.1312706821154217,-0.0860112886365116,0.0860112886365116,-0.1312706821154217,0.0635967125037325,-0.17728299409519,0.17728299409519,-0.0635967125037325,0.1862356935448212,-0.0289677376134116,0.0289677376134116,-0.1862356935448212,0.0309192213971317,-0.0745733911496197,0.0745733911496197,-0.0309192213971317,0.0220765027322404,-0.0679392446633825,0.0679392446633825,-0.0220765027322404,0.0596318382162301,-0.0734877318001457,0.0734877318001457,-0.0596318382162301,-0.1155862068965518,-0.6486222616380379,0.6486222616380379,0.1155862068965518,0.2858128078817734,-0.3135191062982324,0.3135191062982324,-0.2858128078817734,1.257536945812808,-0.1886669156086631,0.1886669156086631,-1.257536945812808,0.2081045303196962,0.0782305053405447,-0.0782305053405447,-0.2081045303196962,0.261328422241337,0.0384824176624709,-0.0384824176624709,-0.261328422241337,0.0754780991818822,-0.1863426618184134,0.1863426618184134,-0.0754780991818822,0.167,0.116,0.051,0.135,0.08,0.055,0.135,0.08,0.055,0.167,0.116,0.051,4.596153846153846,4.228571428571429,3.971014492753623,3.8478260869565215,73.3,69.3,70.1,70.5,401754598
401760418,2025-11-22 03:30:00+00:00,2025,regular,13,False,UNLV,Mountain West,1604.0,700.54,Hawai'i,Mountain West,481.2,1480.0,,,,-3.0,0.1623975978715442,0.0765996859840187,-0.0765996859840187,-0.1623975978715442,0.1790253629223235,0.2292728290181943,-0.2292728290181943,-0.1790253629223235,0.1558083011815636,0.0066298979758725,-0.0066298979758725,-0.1558083011815636,0.06703365463403,0.0339475624711648,-0.0339475624711648,-0.06703365463403,0.0505666157854141,0.0582714684357394,-0.0582714684357394,-0.0505666157854141,0.0833373581260564,-0.0208238775621357,0.0208238775621357,-0.0833373581260564,0.0417225337233868,0.2858294149157792,-0.2858294149157792,-0.0417225337233868,0.1342333008288641,0.3307303136718051,-0.3307303136718051,-0.1342333008288641,0.7288517796196978,1.066448425688947,-1.066448425688947,-0.7288517796196978,0.036047141141027,0.0625781016681121,-0.0625781016681121,-0.036047141141027,0.0894500393429902,0.252546799787995,-0.252546799787995,-0.0894500393429902,-0.043540283495272,0.038048652491937,-0.038048652491937,0.043540283495272,0.161,0.095,0.066,0.159,0.09,0.069,0.159,0.09,0.069,0.161,0.095,0.066,4.419354838709677,3.765625,3.907692307692307,3.3214285714285716,71.2,72.3,70.5,70.2,401760418
401752781,2025-11-22 17:00:00+00:00,2025,regular,13,False,Texas A&M,SEC,1896.0,917.29,Samford,Southern,500.0,1500.0,,,,-7.0,0.1712429543889724,0.1605108293869558,0.1677076335195178,0.1629380507884544,0.1138355297909592,0.107462110749888,0.1107919078803266,0.108756696975177,0.2528836369917089,0.2406430917995325,0.2496353678960766,0.2434879513018182,0.4267684082446299,0.4202842060205795,0.4248643264818932,0.4219055584775437,0.4751745468735015,0.4703708392296605,0.4735335495813719,0.4714042712338365,0.3198301980094905,0.316582407456398,0.3190231312578933,0.3176047752581618,2.968937128879862,2.9482057122769536,2.959540117344966,2.951237388076944,1.094991571868598,1.0850394864813446,1.0900136662783018,1.0875354379496092,1.306961961280104,1.2908766915531364,1.300782349703933,1.2915841096562115,1.2343041460919395,1.234005839649907,1.2340468527762865,1.2339374743680174,0.9630219937064876,0.9619194026437636,0.9620158574902206,0.9620762499232678,1.5953363303470791,1.5931006301862627,1.594962437175384,1.5935746725300006,0.1720324743536471,0.1090964195115013,0.0629360548421457,0.1718748504053531,0.1089627564319536,0.0629120939733994,0.1720139941505021,0.1079189063602793,0.0640950877902227,0.1719008286688683,0.1078276570629167,0.0640731716059515,3.605098238050428,3.6144472832894534,3.625834723040053,3.603738684785925,70.10714601769912,70.86637168141593,70.11243362831857,70.86763274336283,401752781
401754603,2025-11-22 17:00:00+00:00,2025,regular,13,False,Virginia Tech,ACC,1402.0,712.19,Miami,ACC,874.57,1914.0,,,,17.5,0.1887770611296997,0.0327074006328413,-0.0327074006328413,-0.1887770611296997,0.2872750894683352,0.0626284496119064,-0.0626284496119064,-0.2872750894683352,0.0472166198429837,-0.0337286059362245,0.0337286059362245,-0.0472166198429837,0.0857142857142856,-0.03042980228099,0.03042980228099,-0.0857142857142856,0.1175839844863971,-0.0307279076013966,0.0307279076013966,-0.1175839844863971,-0.0041961494158301,0.0019723865877711,-0.0019723865877711,0.0041961494158301,1.1552700321973148,-0.161328743545611,0.161328743545611,-1.1552700321973148,0.4590851102606159,0.122340791738382,-0.122340791738382,-0.4590851102606159,0.6558228540185893,0.6116179001721169,-0.6116179001721169,-0.6558228540185893,-0.0148525499608527,0.1324952876509881,-0.1324952876509881,0.0148525499608527,-0.0106323821797018,0.1932726129399347,-0.1932726129399347,0.0106323821797018,0.166683915995377,0.0480571268816794,-0.0480571268816794,-0.166683915995377,0.198,0.118,0.08,0.133,0.089,0.044,0.133,0.089,0.044,0.198,0.118,0.08,3.92156862745098,4.579710144927536,4.413793103448276,2.6666666666666665,72.9,70.4,69.5,74.7,401754603
401752909,2025-11-22 17:00:00+00:00,2025,regular,13,True,Northwestern,Big Ten,1526.0,677.97,Minnesota,Big Ten,711.04,1496.0,,,,-3.5,-0.0265575312767337,0.0840784226662304,-0.0840784226662304,0.0265575312767337,0.046939102153114,0.192904947696159,-0.192904947696159,-0.046939102153114,-0.0669138901438109,0.0095964206888174,-0.0095964206888174,0.0669138901438109,-0.0081585970263057,0.0346406063702946,-0.0346406063702946,0.0081585970263057,-0.01895224610632,0.0069201631701631,-0.0069201631701631,0.01895224610632,0.0109545715928694,0.0815863709275955,-0.0815863709275955,-0.0109545715928694,0.2043019738936644,0.4330267558528429,-0.4330267558528429,-0.2043019738936644,-0.0465914517669532,0.2927814938684503,-0.2927814938684503,0.0465914517669532,0.2017470550780005,0.97226867335563,-0.97226867335563,-0.2017470550780005,-0.069400352390565,0.1304697194418687,-0.1304697194418687,0.069400352390565,-0.0242810930915816,0.2950904952760045,-0.2950904952760045,0.0242810930915816,0.0163617936290429,0.0660709574760198,-0.0660709574760198,-0.0163617936290429,0.179,0.135,0.044,0.139,0.076,0.063,0.139,0.076,0.063,0.179,0.135,0.044,2.962264150943396,3.795918367346939,3.2222222222222223,3.8679245283018866,72.2,71.8,71.2,72.8,401752909
401756958,2025-11-22 17:00:00+00:00,2025,regular,13,False,Iowa State,Big 12,1600.0,648.93,Kansas,Big 12,705.32,1554.0,,,,-4.5,-0.0467117953057312,-0.1442847527103771,0.1442847527103771,0.0467117953057312,0.0318496469256614,-0.1361577439744273,0.1361577439744273,-0.0318496469256614,-0.0535398366110874,-0.1155984033331705,0.1155984033331705,0.0535398366110874,0.0414233290331578,-0.0910834659006374,0.0910834659006374,-0.0414233290331578,0.0485447740349701,-0.095596340388007,0.095596340388007,-0.0485447740349701,-0.0017601760176017,-0.0391235038231877,0.0391235038231877,0.0017601760176017,0.1233531746031748,-0.5591403060079867,0.5591403060079867,-0.1233531746031748,-0.1083333333333333,-0.1917081706824606,0.1917081706824606,0.1083333333333333,-0.6926587301587301,-0.1967694171490106,0.1967694171490106,0.6926587301587301,-0.1661373659930878,0.0929095698742712,-0.0929095698742712,0.1661373659930878,-0.1157922455154452,-0.0008539339110971,0.0008539339110971,0.1157922455154452,-0.1268262758854024,0.1163644130278265,-0.1163644130278265,0.1268262758854024,0.181,0.115,0.066,0.159,0.094,0.065,0.159,0.094,0.065,0.181,0.115,0.066,3.4166666666666665,4.344827586206897,3.066666666666667,4.244897959183674,69.7,73.3,70.7,73.9,401756958
401754602,2025-11-22 17:00:00+00:00,2025,regular,13,False,SMU,ACC,1782.0,766.67,Louisville,ACC,700.77,1709.0,,,,-2.5,0.1865322977735563,-0.1566547850244306,0.1566547850244306,-0.1865322977735563,0.04154518342541,-0.3224418408806158,0.3224418408806158,-0.04154518342541,0.3575834290515034,0.0099482668393764,-0.0099482668393764,-0.3575834290515034,0.0622445720083804,-0.0557635372968803,0.0557635372968803,-0.0622445720083804,0.0557235557235556,-0.0928947368421053,0.0928947368421053,-0.0557235557235556,0.0634668612011071,0.0496058217101273,-0.0496058217101273,-0.0634668612011071,0.2037525343219601,-0.1396190329636506,0.1396190329636506,-0.2037525343219601,0.1540983606557376,-0.3181503423867046,0.3181503423867046,-0.1540983606557376,0.6925910907721717,-1.8933270315127664,1.8933270315127664,-0.6925910907721717,0.1956285185352981,-0.0113500209765007,0.0113500209765007,-0.1956285185352981,0.0077919095992401,-0.3138732609971782,0.3138732609971782,-0.0077919095992401,0.3205923196582527,0.1546484567988399,-0.1546484567988399,-0.3205923196582527,0.1649999999999999,0.094,0.071,0.204,0.111,0.093,0.204,0.111,0.093,0.1649999999999999,0.094,0.071,3.619047619047619,3.6323529411764706,2.440677966101695,3.3,71.8,70.0,68.4,71.1,401754602
401752778,2025-11-22 17:00:00+00:00,2025,regular,13,False,Oklahoma,SEC,1807.0,882.59,Missouri,SEC,804.77,1765.0,,,,-7.5,0.1059511417907242,-0.2602681960011367,0.2602681960011367,-0.1059511417907242,0.0321575895006225,-0.3326845339563159,0.3326845339563159,-0.0321575895006225,0.1800573188953022,-0.1837826745647595,0.1837826745647595,-0.1800573188953022,0.0814085897978515,-0.1647492178827328,0.1647492178827328,-0.0814085897978515,0.0926356674200697,-0.173130825891402,0.173130825891402,-0.0926356674200697,0.046037296037296,-0.1160249949606934,0.1160249949606934,-0.046037296037296,0.1982291666666666,-1.1707637349100763,1.1707637349100763,-0.1982291666666666,0.1881944444444443,-0.5886343105855302,0.5886343105855302,-0.1881944444444443,-0.4861111111111111,-1.157132298595713,1.157132298595713,0.4861111111111111,-0.0146751666809881,0.1071436490218744,-0.1071436490218744,0.0146751666809881,-0.0022754365772494,0.0354167917576553,-0.0354167917576553,0.0022754365772494,-0.049546230006368,0.0703187228491466,-0.0703187228491466,0.049546230006368,0.211,0.133,0.078,0.2339999999999999,0.174,0.06,0.2339999999999999,0.174,0.06,0.211,0.133,0.078,3.901639344262295,4.34375,2.6444444444444444,3.8780487804878048,68.1,74.5,71.2,72.8,401752778
401754606,2025-11-22 17:00:00+00:00,2025,regular,13,False,Wake Forest,ACC,1444.0,627.16,Delaware,Conference USA,242.85,1364.0,,,,-17.5,-0.1157765163822153,-0.1887476208304902,0.1887476208304902,0.1157765163822153,-0.1440339611494732,-0.0908580754519943,0.0908580754519943,0.1440339611494732,-0.0778993057995739,-0.2056304334154209,0.2056304334154209,0.0778993057995739,-0.0651569956951684,-0.0980429899310321,0.0980429899310321,0.0651569956951684,-0.0413367489520261,-0.1164437971666887,0.1164437971666887,0.0413367489520261,-0.1061525594561557,-0.0491065453085263,0.0491065453085263,0.1061525594561557,-0.238683202960412,-0.3755630630630628,0.3755630630630628,0.238683202960412,-0.1288676791177386,-0.0774211711711712,0.0774211711711712,0.1288676791177386,-0.5963965779398024,-0.3220720720720721,0.3220720720720721,0.5963965779398024,0.0588864496823111,-0.0865229528916082,0.0865229528916082,-0.0588864496823111,-0.1024590023414935,-0.0403950053664781,0.0403950053664781,0.1024590023414935,0.2230199720831625,0.0691122078233894,-0.0691122078233894,-0.2230199720831625,0.145,0.1,0.045,0.185,0.119,0.066,0.185,0.119,0.066,0.145,0.1,0.045,2.7777777777777777,3.734375,3.0,4.063492063492063,68.5,70.5,73.0,69.5,401754606
