team,season,week,rating,games_played,hfa,solver_version,last_updated,ratings_sum
UT Rio Grande Valley,2025,15,1.1777933538815444,8,2.689284540285286,1.0.0,2025-12-17T03:46:45.696266+00:00,-6.821210263296962e-13
New Hampshire,2025,15,1.1122880837126832,11,2.689284540285286,1.0.0,2025-12-17T03:46:45.696266+00:00,-6.821210263296962e-13
West Texas A&M,2025,15,0.49975012374464733,1,2.689284540285286,1.0.0,2025-12-17T03:46:45.696266+00:00,-6.821210263296962e-13
Kutztown University,2025,15,0.32095610508253225,2,2.689284540285286,1.0.0,2025-12-17T03:46:45.696266+00:00,-6.821210263296962e-13
Wisconsin-Lacrosse,2025,15,-0.20707461504225333,2,2.689284540285286,1.0.0,2025-12-17T03:46:45.696266+00:00,-6.821210263296962e-13
Alabama State,2025,15,-0.21307507947867566,9,2.689284540285286,1.0.0,2025-12-17T03:46:45.696266+00:00,-6.821210263296962e-13
East Tennessee State,2025,15,-0.2673666707849943,11,2.689284540285286,1.0.0,2025-12-17T03:46:45.696266+00:00,-6.821210263296962e-13
St. Thomas (MN),2025,15,-0.34290634870054815,11,2.689284540285286,1.0.0,2025-12-17T03:46:45.696266+00:00,-6.821210263296962e-13
Arkansas Tech,2025,15,-0.49975012612847786,1,2.689284540285286,1.0.0,2025-12-17T03:46:45.696266+00:00,-6.821210263296962e-13
Cal Poly,2025,15,-0.8788801984763375,11,2.689284540285286,1.0.0,2025-12-17T03:46:45.696266+00:00,-6.821210263296962e-13
