id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,venueId,venue,homeId,homeTeam,homeConference,homeClassification,homePregameElo,awayId,awayTeam,awayConference,awayClassification,awayPregameElo,highlights,attendance,homePoints,homeLineScores,homePostgameWinProbability,homePostgameElo,awayPoints,awayLineScores,awayPostgameWinProbability,awayPostgameElo,excitementIndex,notes,fetched_at_utc
401757309,2025,13,regular,2025-11-22 20:00:00+00:00,False,False,False,True,3946,Sun Bowl,2638,UTEP,Conference USA,fbs,1233.0,166,New Mexico State,Conference USA,fbs,1201.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401767397,2025,13,regular,2025-11-22 20:30:00+00:00,False,False,False,True,3990,William H. Greene Stadium,47,Howard,MEAC,fcs,,2450,Norfolk State,MEAC,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401757305,2025,13,regular,2025-11-22 20:30:00+00:00,False,False,False,True,2031,Pitbull Stadium,2229,Florida International,Conference USA,fbs,1306.0,55,Jacksonville State,Conference USA,fbs,1512.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401761658,2025,13,regular,2025-11-22 20:30:00+00:00,False,False,False,True,6526,Hancock Whitney Stadium,6,South Alabama,Sun Belt,fbs,1375.0,2572,Southern Miss,Sun Belt,fbs,1362.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401752782,2025,13,regular,2025-11-22 20:30:00+00:00,False,False,False,True,3973,FirstBank Stadium,238,Vanderbilt,SEC,fbs,1770.0,96,Kentucky,SEC,fbs,1635.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401767515,2025,13,regular,2025-11-22 20:30:00+00:00,False,False,False,False,3714,Fargodome,2449,North Dakota State,MVFC,fcs,,2900,St. Thomas (MN),Pioneer,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401767394,2025,13,regular,2025-11-22 20:30:00+00:00,False,False,True,True,4013,Camping World Stadium,50,Florida A&M,SWAC,fcs,,2065,Bethune-Cookman,SWAC,fcs,,,,,,,,,,,,,Florida Classic,2025-11-14T06:12:10.572423+00:00
401767378,2025,13,regular,2025-11-22 20:30:00+00:00,False,False,False,True,3976,Mississippi Veterans Memorial Stadium,2016,Alcorn State,SWAC,fcs,,2296,Jackson State,SWAC,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401754604,2025,13,regular,2025-11-22 20:30:00+00:00,False,False,False,False,3855,Notre Dame Stadium,87,Notre Dame,FBS Independents,fbs,2186.0,183,Syracuse,ACC,fbs,1304.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401767134,2025,13,regular,2025-11-22 21:00:00+00:00,False,False,False,True,3602,Aggie Stadium,302,UC Davis,Big Sky,fcs,,16,Sacramento State,Big Sky,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401756959,2025,13,regular,2025-11-22 21:00:00+00:00,False,False,False,True,3652,FBC Mortgage Stadium,2116,UCF,Big 12,fbs,1528.0,197,Oklahoma State,Big 12,fbs,1049.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401761660,2025,13,regular,2025-11-22 21:00:00+00:00,False,False,False,True,3975,Veterans Memorial Stadium (AL),2653,Troy,Sun Belt,fbs,1361.0,2247,Georgia State,Sun Belt,fbs,1098.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401767489,2025,13,regular,2025-11-22 21:00:00+00:00,False,False,False,True,3882,Provost Umphrey Stadium,2320,Lamar,Southland,fcs,,2377,McNeese,Southland,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401767284,2025,13,regular,2025-11-22 21:00:00+00:00,False,False,False,True,3745,Greater Zion Stadium,3101,Utah Tech,UAC,fcs,,2198,Eastern Kentucky,UAC,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401767088,2025,13,regular,2025-11-22 21:00:00+00:00,False,False,False,True,3791,Kibbie Dome,70,Idaho,Big Sky,fcs,,304,Idaho State,Big Sky,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401752779,2025,13,regular,2025-11-22 21:15:00+00:00,False,False,False,False,3994,Williams-Brice Stadium,2579,South Carolina,SEC,fbs,1637.0,324,Coastal Carolina,Sun Belt,fbs,1318.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401754605,2025,13,regular,2025-11-22 21:30:00+00:00,False,False,False,False,3836,"Memorial Stadium (Clemson, SC)",228,Clemson,ACC,fbs,1725.0,231,Furman,Southern,fcs,,,,,,,1725.0,,,,,,,2025-11-14T06:12:10.572423+00:00
401767247,2025,13,regular,2025-11-22 22:00:00+00:00,False,False,False,True,3711,Estes Stadium,2110,Central Arkansas,UAC,fcs,,2000,Abilene Christian,UAC,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401767068,2025,13,regular,2025-11-22 22:00:00+00:00,False,False,False,True,1027,Alex G. Spanos Stadium,13,Cal Poly,Big Sky,fcs,,331,Eastern Washington,Big Sky,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401761659,2025,13,regular,2025-11-22 22:00:00+00:00,False,False,False,True,3644,Bobcat Stadium (TX),326,Texas State,Sun Belt,fbs,1483.0,2433,UL Monroe,Sun Belt,fbs,998.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401767276,2025,13,regular,2025-11-22 22:00:00+00:00,False,False,False,True,3827,"Memorial Stadium (Stephenville, TX)",2627,Tarleton State,UAC,fcs,,2046,Austin Peay,UAC,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401767467,2025,13,regular,2025-11-22 23:00:00+00:00,False,False,False,False,6006,Robert and Janet Vackar Stadium,292,UT Rio Grande Valley,Southland,fcs,,2837,East Texas A&M,Southland,fcs,,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401760415,2025,13,regular,2025-11-23 00:00:00+00:00,False,False,False,True,3713,Falcon Stadium,2005,Air Force,Mountain West,fbs,1388.0,167,New Mexico,Mountain West,fbs,1460.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401754599,2025,13,regular,2025-11-23 00:30:00+00:00,False,False,False,True,3940,Stanford Stadium,24,Stanford,ACC,fbs,1246.0,25,California,ACC,fbs,1420.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401752777,2025,13,regular,2025-11-23 00:45:00+00:00,False,False,False,False,3958,Tiger Stadium (LA),99,LSU,SEC,fbs,1695.0,98,Western Kentucky,Conference USA,fbs,1386.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
401760417,2025,13,regular,2025-11-23 03:30:00+00:00,False,False,False,True,3660,Valley Children's Stadium,278,Fresno State,Mountain West,fbs,1468.0,328,Utah State,Mountain West,fbs,1422.0,,,,,,,,,,,,,2025-11-14T06:12:10.572423+00:00
