id,season,week,home_team,away_team,season_type
401012780,2018,10,Arizona,Colorado,regular
401013373,2018,10,Army,Air Force,regular
401012328,2018,10,Ole Miss,South Carolina,regular
401013034,2018,10,Baylor,Oklahoma State,regular
401012324,2018,10,Auburn,Texas A&M,regular
401013166,2018,10,Wake Forest,Syracuse,regular
401020774,2018,10,Eastern Michigan,Central Michigan,regular
401019520,2018,10,East Carolina,Memphis,regular
401013162,2018,10,Clemson,Louisville,regular
401012877,2018,10,Maryland,Michigan State,regular
401013341,2018,10,Ohio State,Nebraska,regular
401012847,2018,10,Wisconsin,Rutgers,regular
401013045,2018,10,Kansas,Iowa State,regular
401013165,2018,10,North Carolina,Georgia Tech,regular
401021686,2018,10,Georgia State,Texas State,regular
401022552,2018,10,Wyoming,San José State,regular
401021685,2018,10,UL Monroe,Georgia Southern,regular
401015033,2018,10,Southern Miss,Marshall,regular
401021684,2018,10,Arkansas State,South Alabama,regular
401013164,2018,10,NC State,Florida State,regular
401019521,2018,10,South Florida,Tulane,regular
401012812,2018,10,Illinois,Minnesota,regular
401019518,2018,10,Cincinnati,Navy,regular
401012326,2018,10,Kentucky,Georgia,regular
401013188,2018,10,Texas,West Virginia,regular
401012869,2018,10,Purdue,Iowa,regular
401013063,2018,10,TCU,Kansas State,regular
401015035,2018,10,Rice,UTEP,regular
401021687,2018,10,Troy,Louisiana,regular
401013365,2018,10,Massachusetts,Liberty,regular
401013161,2018,10,Virginia Tech,Boston College,regular
401012894,2018,10,Michigan,Penn State,regular
401012325,2018,10,Florida,Missouri,regular
401012781,2018,10,Arizona State,Utah,regular
401012330,2018,10,Tennessee,Charlotte,regular
401013445,2018,10,New Mexico State,Alcorn State,regular
401021683,2018,10,Coastal Carolina,App State,regular
401019519,2018,10,Tulsa,UConn,regular
401013163,2018,10,Miami,Duke,regular
401019522,2018,10,SMU,Houston,regular
401013345,2018,10,Northwestern,Notre Dame,regular
401012782,2018,10,Oregon,UCLA,regular
401015032,2018,10,Florida International,Florida Atlantic,regular
401012329,2018,10,Mississippi State,Louisiana Tech,regular
401015036,2018,10,UAB,UTSA,regular
401013069,2018,10,Texas Tech,Oklahoma,regular
401012327,2018,10,LSU,Alabama,regular
401012784,2018,10,Washington,Stanford,regular
401012783,2018,10,Oregon State,USC,regular
401022550,2018,10,New Mexico,San Diego State,regular
401016410,2018,10,Boise State,BYU,regular
401022553,2018,10,UNLV,Fresno State,regular
401012785,2018,10,Washington State,California,regular
401022551,2018,10,Hawai'i,Utah State,regular
401020775,2018,11,Buffalo,Kent State,regular
401020776,2018,11,Miami (OH),Ohio,regular
401020777,2018,11,Northern Illinois,Toledo,regular
401013167,2018,11,NC State,Wake Forest,regular
401013168,2018,11,Syracuse,Louisville,regular
401022556,2018,11,Boise State,Fresno State,regular
401012333,2018,11,Florida,South Carolina,regular
401012337,2018,11,Texas A&M,Ole Miss,regular
401012335,2018,11,Missouri,Vanderbilt,regular
401019525,2018,11,UConn,SMU,regular
401013366,2018,11,Massachusetts,BYU,regular
401013351,2018,11,Penn State,Wisconsin,regular
401013374,2018,11,Army,Lafayette,regular
401020778,2018,11,Eastern Michigan,Akron,regular
401019528,2018,11,Memphis,Tulsa,regular
401013077,2018,11,West Virginia,TCU,regular
401012813,2018,11,Nebraska,Illinois,regular
401012886,2018,11,Michigan State,Ohio State,regular
401012859,2018,11,Indiana,Maryland,regular
401019523,2018,11,UCF,Navy,regular
401013054,2018,11,Kansas State,Kansas,regular
401013170,2018,11,Duke,North Carolina,regular
401021689,2018,11,Georgia Southern,Troy,regular
401012786,2018,11,Arizona State,UCLA,regular
401015037,2018,11,Marshall,Charlotte,regular
401015041,2018,11,UTEP,Middle Tennessee,regular
401013174,2018,11,Virginia,Liberty,regular
401020779,2018,11,Central Michigan,Bowling Green,regular
401012331,2018,11,Alabama,Mississippi State,regular
401012848,2018,11,Rutgers,Michigan,regular
401012336,2018,11,Tennessee,Kentucky,regular
401013035,2018,11,Iowa State,Baylor,regular
401012788,2018,11,Colorado,Washington State,regular
401013333,2018,11,Minnesota,Purdue,regular
401013070,2018,11,Oklahoma,Oklahoma State,regular
401015042,2018,11,Old Dominion,North Texas,regular
401022554,2018,11,Air Force,New Mexico,regular
401013173,2018,11,Pittsburgh,Virginia Tech,regular
401012870,2018,11,Iowa,Northwestern,regular
401019526,2018,11,Tulane,East Carolina,regular
401021702,2018,11,Texas State,App State,regular
401022557,2018,11,Utah State,San José State,regular
401021691,2018,11,South Alabama,UL Monroe,regular
401021690,2018,11,Louisiana,Georgia State,regular
401015039,2018,11,Florida Atlantic,Western Kentucky,regular
401021688,2018,11,Coastal Carolina,Arkansas State,regular
401012789,2018,11,Utah,Oregon,regular
401015040,2018,11,Louisiana Tech,Rice,regular
401015038,2018,11,UTSA,Florida International,regular
401012334,2018,11,Georgia,Auburn,regular
401013172,2018,11,Georgia Tech,Miami,regular
401019527,2018,11,Houston,Temple,regular
401019524,2018,11,Cincinnati,South Florida,regular
401013321,2018,11,Texas Tech,Texas,regular
401015043,2018,11,UAB,Southern Miss,regular
401012332,2018,11,Arkansas,LSU,regular
401013171,2018,11,Notre Dame,Florida State,regular
401013169,2018,11,Boston College,Clemson,regular
401012790,2018,11,Stanford,Oregon State,regular
401022558,2018,11,San Diego State,UNLV,regular
401022555,2018,11,Nevada,Colorado State,regular
401012787,2018,11,USC,California,regular
401020780,2018,12,Ball State,Western Michigan,regular
401020781,2018,12,Ohio,Buffalo,regular
401020782,2018,12,Northern Illinois,Miami (OH),regular
401020783,2018,12,Kent State,Toledo,regular
401019529,2018,12,Houston,Tulane,regular
401015045,2018,12,North Texas,Florida Atlantic,regular
401022560,2018,12,New Mexico,Boise State,regular
401019530,2018,12,SMU,Memphis,regular
401013334,2018,12,Minnesota,Northwestern,regular
401012878,2018,12,Maryland,Ohio State,regular
401012849,2018,12,Rutgers,Penn State,regular
401019533,2018,12,Temple,South Florida,regular
401012342,2018,12,Kentucky,Middle Tennessee,regular
401013181,2018,12,Wake Forest,Pittsburgh,regular
401013036,2018,12,Baylor,TCU,regular
401012338,2018,12,Alabama,The Citadel,regular
401013375,2018,12,Army,Colgate,regular
401012887,2018,12,Nebraska,Michigan State,regular
401012344,2018,12,Mississippi State,Arkansas,regular
401012340,2018,12,Florida,Idaho,regular
401013178,2018,12,Louisville,NC State,regular
401012792,2018,12,Colorado,Utah,regular
401015048,2018,12,Old Dominion,VMI,regular
401022561,2018,12,Colorado State,Utah State,regular
401015044,2018,12,Charlotte,Florida International,regular
401021692,2018,12,App State,Georgia State,regular
401013182,2018,12,Notre Dame,Syracuse,regular
401015047,2018,12,Marshall,UTSA,regular
401021693,2018,12,Arkansas State,UL Monroe,regular
401022562,2018,12,San José State,Nevada,regular
401013180,2018,12,North Carolina,Western Carolina,regular
401013064,2018,12,Kansas State,Texas Tech,regular
401020784,2018,12,Akron,Bowling Green,regular
401012791,2018,12,UCLA,USC,regular
401019534,2018,12,Navy,Tulsa,regular
401012814,2018,12,Illinois,Iowa,regular
401013179,2018,12,Virginia Tech,Miami,regular
401013353,2018,12,Purdue,Wisconsin,regular
401013177,2018,12,Georgia Tech,Virginia,regular
401021696,2018,12,Troy,Texas State,regular
401015046,2018,12,Southern Miss,Louisiana Tech,regular
401012346,2018,12,Tennessee,Missouri,regular
401013175,2018,12,Florida State,Boston College,regular
401013327,2018,12,Oklahoma State,West Virginia,regular
401012339,2018,12,Auburn,Liberty,regular
401012341,2018,12,Georgia,Massachusetts,regular
401012860,2018,12,Michigan,Indiana,regular
401022559,2018,12,Wyoming,Air Force,regular
401012794,2018,12,Washington,Oregon State,regular
401021695,2018,12,Louisiana,South Alabama,regular
401021694,2018,12,Coastal Carolina,Georgia Southern,regular
401012347,2018,12,Texas A&M,UAB,regular
401013176,2018,12,Clemson,Duke,regular
401019532,2018,12,East Carolina,UConn,regular
401012345,2018,12,South Carolina,Chattanooga,regular
401012348,2018,12,Vanderbilt,Ole Miss,regular
401013055,2018,12,Oklahoma,Kansas,regular
401012343,2018,12,LSU,Rice,regular
401015049,2018,12,Western Kentucky,UTEP,regular
401013046,2018,12,Texas,Iowa State,regular
401019531,2018,12,UCF,Cincinnati,regular
401013446,2018,12,BYU,New Mexico State,regular
401022563,2018,12,Fresno State,San Diego State,regular
401012793,2018,12,Oregon,Arizona State,regular
401012795,2018,12,Washington State,Arizona,regular
401022564,2018,12,Hawai'i,UNLV,regular
401020785,2018,13,Miami (OH),Ball State,regular
401020786,2018,13,Western Michigan,Northern Illinois,regular
401022565,2018,13,Air Force,Colorado State,regular
401012349,2018,13,Ole Miss,Mississippi State,regular
401019537,2018,13,Memphis,Houston,regular
401020790,2018,13,Kent State,Eastern Michigan,regular
401013056,2018,13,Kansas,Texas,regular
401020788,2018,13,Bowling Green,Buffalo,regular
401012871,2018,13,Iowa,Nebraska,regular
401020787,2018,13,Ohio,Akron,regular
401020789,2018,13,Toledo,Central Michigan,regular
401012354,2018,13,Missouri,Arkansas,regular
401021699,2018,13,South Alabama,Coastal Carolina,regular
401013183,2018,13,Virginia Tech,Virginia,regular
401019536,2018,13,Cincinnati,East Carolina,regular
401012797,2018,13,Oregon State,Oregon,regular
401019535,2018,13,South Florida,UCF,regular
401013071,2018,13,West Virginia,Oklahoma,regular
401012798,2018,13,Washington State,Washington,regular
401012861,2018,13,Indiana,Purdue,regular
401019539,2018,13,Tulane,Navy,regular
401012351,2018,13,Florida State,Florida,regular
401015051,2018,13,Florida International,Marshall,regular
401013184,2018,13,Boston College,Syracuse,regular
401015052,2018,13,Louisiana Tech,Western Kentucky,regular
401012895,2018,13,Ohio State,Michigan,regular
401013037,2018,13,Texas Tech,Baylor,regular
401012352,2018,13,Georgia,Georgia Tech,regular
401013187,2018,13,North Carolina,NC State,regular
401013185,2018,13,Duke,Wake Forest,regular
401015055,2018,13,Rice,Old Dominion,regular
401013447,2018,13,Liberty,New Mexico State,regular
401021700,2018,13,Georgia State,Georgia Southern,regular
401021697,2018,13,App State,Troy,regular
401022567,2018,13,New Mexico,Wyoming,regular
401012801,2018,13,UCLA,Stanford,regular
401021701,2018,13,UL Monroe,Louisiana,regular
401015056,2018,13,UTEP,Southern Miss,regular
401015053,2018,13,Middle Tennessee,UAB,regular
401012815,2018,13,Northwestern,Illinois,regular
401013186,2018,13,Miami,Pittsburgh,regular
401012879,2018,13,Penn State,Maryland,regular
401019538,2018,13,UConn,Temple,regular
401019540,2018,13,Tulsa,SMU,regular
401012799,2018,13,Arizona,Arizona State,regular
401013335,2018,13,Wisconsin,Minnesota,regular
401012350,2018,13,Alabama,Auburn,regular
401021698,2018,13,Texas State,Arkansas State,regular
401012850,2018,13,Michigan State,Rutgers,regular
401012357,2018,13,Vanderbilt,Tennessee,regular
401015050,2018,13,Florida Atlantic,Charlotte,regular
401022570,2018,13,Fresno State,San José State,regular
401012355,2018,13,Clemson,South Carolina,regular
401012353,2018,13,Louisville,Kentucky,regular
401013047,2018,13,Iowa State,Kansas State,regular
401015054,2018,13,UTSA,North Texas,regular
401012803,2018,13,California,Colorado,regular
401012356,2018,13,Texas A&M,LSU,regular
401013078,2018,13,TCU,Oklahoma State,regular
401012800,2018,13,USC,Notre Dame,regular
401022569,2018,13,UNLV,Nevada,regular
401012802,2018,13,Utah,BYU,regular
401022566,2018,13,Boise State,Utah State,regular
401022568,2018,13,San Diego State,Hawai'i,regular
401056696,2018,14,Buffalo,Northern Illinois,regular
401056704,2018,14,Washington,Utah,regular
401056701,2018,14,App State,Louisiana,regular
401098253,2018,14,South Carolina,Akron,regular
401082044,2018,14,Iowa State,Drake,regular
401100159,2018,14,Virginia Tech,Marshall,regular
401088766,2018,14,NC State,East Carolina,regular
401056698,2018,14,Oklahoma,Texas,regular
401056703,2018,14,Middle Tennessee,UAB,regular
401081953,2018,14,Liberty,Norfolk State,regular
401099853,2018,14,California,Stanford,regular
401056699,2018,14,UCF,Memphis,regular
401056705,2018,14,Georgia,Alabama,regular
401056700,2018,14,Boise State,Fresno State,regular
401056702,2018,14,Ohio State,Northwestern,regular
401056697,2018,14,Pittsburgh,Clemson,regular
401013376,2018,15,Army,Navy,regular
401117871,2019,5,Memphis,Navy,regular
401112465,2019,5,Virginia Tech,Duke,regular
401112204,2019,5,Maryland,Penn State,regular
401117512,2019,5,Air Force,San José State,regular
401114156,2019,5,California,Arizona State,regular
401110807,2019,5,Arkansas,Texas A&M,regular
401112247,2019,5,Wisconsin,Northwestern,regular
401112471,2019,5,Syracuse,Holy Cross,regular
401117213,2019,5,Toledo,BYU,regular
401112225,2019,5,Michigan,Rutgers,regular
401112100,2019,5,TCU,Kansas,regular
401110811,2019,5,Vanderbilt,Northern Illinois,regular
401119270,2019,5,Miami (OH),Buffalo,regular
401119271,2019,5,Western Michigan,Central Michigan,regular
401112193,2019,5,Iowa,Middle Tennessee,regular
401112117,2019,5,Oklahoma,Texas Tech,regular
401112470,2019,5,Pittsburgh,Delaware,regular
401110806,2019,5,Alabama,Ole Miss,regular
401121943,2019,5,App State,Coastal Carolina,regular
401112469,2019,5,Temple,Georgia Tech,regular
401112161,2019,5,Michigan State,Indiana,regular
401114267,2019,5,Charlotte,Florida Atlantic,regular
401112466,2019,5,Boston College,Wake Forest,regular
401114356,2019,5,Massachusetts,Akron,regular
401112467,2019,5,North Carolina,Clemson,regular
401114221,2019,5,Washington,USC,regular
401112472,2019,5,Notre Dame,Virginia,regular
401112232,2019,5,Purdue,Minnesota,regular
401112076,2019,5,Baylor,Iowa State,regular
401117873,2019,5,South Florida,SMU,regular
401110809,2019,5,Florida,Towson,regular
401114269,2019,5,Marshall,Cincinnati,regular
401114350,2019,5,Liberty,New Mexico,regular
401114271,2019,5,Old Dominion,East Carolina,regular
401121945,2019,5,Georgia Southern,Louisiana,regular
401121944,2019,5,Troy,Arkansas State,regular
401114272,2019,5,Southern Miss,UTEP,regular
401114268,2019,5,Rice,Louisiana Tech,regular
401114202,2019,5,Oregon State,Stanford,regular
401121946,2019,5,UL Monroe,South Alabama,regular
401112108,2019,5,Oklahoma State,Kansas State,regular
401121947,2019,5,Texas State,Nicholls,regular
401114273,2019,5,Western Kentucky,UAB,regular
401110808,2019,5,Auburn,Mississippi State,regular
401117872,2019,5,UCF,UConn,regular
401112241,2019,5,Nebraska,Ohio State,regular
401110810,2019,5,South Carolina,Kentucky,regular
401117513,2019,5,Utah State,Colorado State,regular
401112468,2019,5,Florida State,NC State,regular
401117514,2019,5,Wyoming,UNLV,regular
401114270,2019,5,North Texas,Houston,regular
401114341,2019,5,New Mexico State,Fresno State,regular
401114226,2019,5,Utah,Washington State,regular
401114166,2019,5,Arizona,UCLA,regular
401117515,2019,5,Nevada,Hawai'i,regular
401121948,2019,6,South Alabama,Georgia Southern,regular
401117874,2019,6,East Carolina,Temple,regular
401117875,2019,6,Cincinnati,UCF,regular
401117519,2019,6,San José State,New Mexico,regular
401112260,2019,6,Penn State,Purdue,regular
401114328,2019,6,Army,Tulane,regular
401117876,2019,6,UConn,South Florida,regular
401112126,2019,6,Texas Tech,Oklahoma State,regular
401112205,2019,6,Rutgers,Maryland,regular
401112269,2019,6,Wisconsin,Kent State,regular
401112194,2019,6,Michigan,Iowa,regular
401110813,2019,6,LSU,Utah State,regular
401112101,2019,6,Kansas,Oklahoma,regular
401112473,2019,6,Louisville,Boston College,regular
401112088,2019,6,Iowa State,TCU,regular
401119273,2019,6,Central Michigan,Eastern Michigan,regular
401114337,2019,6,Notre Dame,Bowling Green,regular
401121949,2019,6,Georgia State,Arkansas State,regular
401119274,2019,6,Buffalo,Ohio,regular
401119272,2019,6,Northern Illinois,Ball State,regular
401117516,2019,6,Navy,Air Force,regular
401112077,2019,6,Kansas State,Baylor,regular
401112149,2019,6,Minnesota,Illinois,regular
401110812,2019,6,Florida,Auburn,regular
401112137,2019,6,West Virginia,Texas,regular
401112476,2019,6,Miami,Virginia Tech,regular
401119275,2019,6,Toledo,Western Michigan,regular
401114275,2019,6,Middle Tennessee,Marshall,regular
401117877,2019,6,UL Monroe,Memphis,regular
401112242,2019,6,Nebraska,Northwestern,regular
401110815,2019,6,Missouri,Troy,regular
401112475,2019,6,Georgia Tech,North Carolina,regular
401114167,2019,6,Colorado,Arizona,regular
401114276,2019,6,Old Dominion,Western Kentucky,regular
401110816,2019,6,Tennessee,Georgia,regular
401114274,2019,6,Florida International,Massachusetts,regular
401114277,2019,6,UAB,Rice,regular
401110814,2019,6,Ole Miss,Vanderbilt,regular
401117878,2019,6,SMU,Tulsa,regular
401112216,2019,6,Ohio State,Michigan State,regular
401114177,2019,6,Oregon,California,regular
401112474,2019,6,Duke,Pittsburgh,regular
401114342,2019,6,New Mexico State,Liberty,regular
401114278,2019,6,UTEP,UTSA,regular
401114203,2019,6,UCLA,Oregon State,regular
401117518,2019,6,Colorado State,San Diego State,regular
401114209,2019,6,Stanford,Washington,regular
401117517,2019,6,UNLV,Boise State,regular
401121950,2019,7,Louisiana,App State,regular
401112477,2019,7,NC State,Syracuse,regular
401121951,2019,7,Texas State,UL Monroe,regular
401117522,2019,7,New Mexico,Colorado State,regular
401112478,2019,7,Miami,Virginia,regular
401114186,2019,7,Oregon,Colorado,regular
401119278,2019,7,Western Michigan,Miami (OH),regular
401112150,2019,7,Illinois,Michigan,regular
401112118,2019,7,Texas,Oklahoma,regular
401110817,2019,7,Georgia,South Carolina,regular
401112162,2019,7,Indiana,Rutgers,regular
401119280,2019,7,Bowling Green,Toledo,regular
401117881,2019,7,Temple,Memphis,regular
401110821,2019,7,Tennessee,Mississippi State,regular
401112206,2019,7,Purdue,Maryland,regular
401112480,2019,7,Duke,Georgia Tech,regular
401119276,2019,7,Eastern Michigan,Ball State,regular
401114283,2019,7,Marshall,Old Dominion,regular
401114343,2019,7,Central Michigan,New Mexico State,regular
401110822,2019,7,Texas A&M,Alabama,regular
401112217,2019,7,Wisconsin,Michigan State,regular
401119277,2019,7,Akron,Kent State,regular
401117879,2019,7,Houston,Cincinnati,regular
401119279,2019,7,Ohio,Northern Illinois,regular
401117214,2019,7,South Florida,BYU,regular
401112479,2019,7,Clemson,Florida State,regular
401114157,2019,7,Arizona State,Washington State,regular
401117880,2019,7,Tulane,UConn,regular
401112482,2019,7,Virginia Tech,Rhode Island,regular
401110823,2019,7,Vanderbilt,UNLV,regular
401112089,2019,7,West Virginia,Iowa State,regular
401117524,2019,7,Nevada,San José State,regular
401112078,2019,7,Baylor,Texas Tech,regular
401114280,2019,7,Florida Atlantic,Middle Tennessee,regular
401121952,2019,7,Coastal Carolina,Georgia State,regular
401114284,2019,7,UTSA,UAB,regular
401110820,2019,7,Missouri,Ole Miss,regular
401114282,2019,7,Southern Miss,North Texas,regular
401117520,2019,7,Air Force,Fresno State,regular
401114281,2019,7,Louisiana Tech,Massachusetts,regular
401114285,2019,7,Western Kentucky,Army,regular
401114279,2019,7,Florida International,Charlotte,regular
401110818,2019,7,Kentucky,Arkansas,regular
401114222,2019,7,Notre Dame,USC,regular
401112233,2019,7,Minnesota,Nebraska,regular
401112195,2019,7,Iowa,Penn State,regular
401117882,2019,7,Tulsa,Navy,regular
401112481,2019,7,Wake Forest,Louisville,regular
401114204,2019,7,Oregon State,Utah,regular
401110819,2019,7,LSU,Florida,regular
401117521,2019,7,Boise State,Hawai'i,regular
401117523,2019,7,San Diego State,Wyoming,regular
401114168,2019,7,Arizona,Washington,regular
401121953,2019,8,Troy,South Alabama,regular
401121954,2019,8,Arkansas State,Louisiana,regular
401114210,2019,8,Stanford,UCLA,regular
401114288,2019,8,Florida Atlantic,Marshall,regular
401112483,2019,8,Syracuse,Pittsburgh,regular
401112248,2019,8,Northwestern,Ohio State,regular
401117528,2019,8,Fresno State,UNLV,regular
401119283,2019,8,Ohio,Kent State,regular
401112151,2019,8,Illinois,Wisconsin,regular
401112485,2019,8,Louisville,Clemson,regular
401112484,2019,8,Boston College,NC State,regular
401117886,2019,8,UConn,Houston,regular
401112488,2019,8,Miami,Georgia Tech,regular
401112196,2019,8,Iowa,Purdue,regular
401110825,2019,8,Arkansas,Auburn,regular
401110829,2019,8,South Carolina,Florida,regular
401112090,2019,8,Texas Tech,Iowa State,regular
401112119,2019,8,Oklahoma,West Virginia,regular
401119282,2019,8,Bowling Green,Central Michigan,regular
401119285,2019,8,Ball State,Toledo,regular
401114178,2019,8,California,Oregon State,regular
401112109,2019,8,Kansas State,TCU,regular
401119284,2019,8,Miami (OH),Northern Illinois,regular
401117526,2019,8,Wyoming,New Mexico,regular
401121956,2019,8,Georgia Southern,Coastal Carolina,regular
401112489,2019,8,Virginia Tech,North Carolina,regular
401119281,2019,8,Akron,Buffalo,regular
401117883,2019,8,Navy,South Florida,regular
401110828,2019,8,Mississippi State,LSU,regular
401114289,2019,8,Louisiana Tech,Southern Miss,regular
401112163,2019,8,Maryland,Indiana,regular
401112234,2019,8,Rutgers,Minnesota,regular
401112486,2019,8,Virginia,Duke,regular
401117885,2019,8,Cincinnati,Tulsa,regular
401114196,2019,8,Washington,Oregon,regular
401117887,2019,8,SMU,Temple,regular
401121955,2019,8,App State,UL Monroe,regular
401114290,2019,8,North Texas,Middle Tennessee,regular
401110830,2019,8,Vanderbilt,Missouri,regular
401114291,2019,8,UAB,Old Dominion,regular
401114286,2019,8,Western Kentucky,Charlotte,regular
401112079,2019,8,Oklahoma State,Baylor,regular
401114351,2019,8,Liberty,Maine,regular
401110826,2019,8,Georgia,Kentucky,regular
401114292,2019,8,UTSA,Rice,regular
401114158,2019,8,Utah,Arizona State,regular
401114287,2019,8,Florida International,UTEP,regular
401117884,2019,8,UCF,East Carolina,regular
401112102,2019,8,Texas,Kansas,regular
401114187,2019,8,Washington State,Colorado,regular
401114329,2019,8,Georgia State,Army,regular
401119286,2019,8,Eastern Michigan,Western Michigan,regular
401117529,2019,8,San José State,San Diego State,regular
401117888,2019,8,Memphis,Tulane,regular
401112226,2019,8,Penn State,Michigan,regular
401112487,2019,8,Wake Forest,Florida State,regular
401110827,2019,8,Ole Miss,Texas A&M,regular
401110824,2019,8,Alabama,Tennessee,regular
401114169,2019,8,USC,Arizona,regular
401117527,2019,8,Utah State,Nevada,regular
401117215,2019,8,BYU,Boise State,regular
401117525,2019,8,Hawai'i,Air Force,regular
401117889,2019,9,Houston,SMU,regular
401114188,2019,9,Colorado,USC,regular
401112494,2019,9,Pittsburgh,Miami,regular
401110835,2019,9,Texas A&M,Mississippi State,regular
401112152,2019,9,Purdue,Illinois,regular
401112266,2019,9,Rutgers,Liberty,regular
401112197,2019,9,Northwestern,Iowa,regular
401112254,2019,9,Ohio State,Wisconsin,regular
401121957,2019,9,South Alabama,App State,regular
401112110,2019,9,Kansas State,Oklahoma,regular
401114330,2019,9,Army,San José State,regular
401119288,2019,9,Western Michigan,Bowling Green,regular
401114298,2019,9,Rice,Southern Miss,regular
401117533,2019,9,Wyoming,Nevada,regular
401119292,2019,9,Ball State,Ohio,regular
401114297,2019,9,Marshall,Western Kentucky,regular
401114344,2019,9,Georgia Southern,New Mexico State,regular
401119287,2019,9,Northern Illinois,Akron,regular
401112218,2019,9,Michigan State,Penn State,regular
401112207,2019,9,Minnesota,Maryland,regular
401110833,2019,9,LSU,Auburn,regular
401119291,2019,9,Kent State,Miami (OH),regular
401119290,2019,9,Toledo,Eastern Michigan,regular
401112132,2019,9,TCU,Texas,regular
401114357,2019,9,Massachusetts,UConn,regular
401114294,2019,9,Middle Tennessee,Florida International,regular
401112492,2019,9,Florida State,Syracuse,regular
401112493,2019,9,Louisville,Virginia,regular
401112164,2019,9,Nebraska,Indiana,regular
401119289,2019,9,Buffalo,Central Michigan,regular
401114170,2019,9,Stanford,Arizona,regular
401114295,2019,9,Old Dominion,Florida Atlantic,regular
401114293,2019,9,Charlotte,North Texas,regular
401112091,2019,9,Iowa State,Oklahoma State,regular
401117890,2019,9,Navy,Tulane,regular
401117892,2019,9,East Carolina,South Florida,regular
401117532,2019,9,New Mexico,Hawai'i,regular
401110834,2019,9,Tennessee,South Carolina,regular
401112491,2019,9,North Carolina,Duke,regular
401117891,2019,9,Temple,UCF,regular
401110831,2019,9,Alabama,Arkansas,regular
401121959,2019,9,Georgia State,Troy,regular
401121958,2019,9,Arkansas State,Texas State,regular
401117893,2019,9,Tulsa,Memphis,regular
401112103,2019,9,Kansas,Texas Tech,regular
401112490,2019,9,Clemson,Boston College,regular
401110832,2019,9,Kentucky,Missouri,regular
401114159,2019,9,UCLA,Arizona State,regular
401112227,2019,9,Michigan,Notre Dame,regular
401117531,2019,9,Fresno State,Colorado State,regular
401114296,2019,9,UTEP,Louisiana Tech,regular
401114179,2019,9,Utah,California,regular
401117530,2019,9,Air Force,Utah State,regular
401117534,2019,9,UNLV,San Diego State,regular
401114197,2019,9,Oregon,Washington State,regular
401112080,2019,10,Baylor,West Virginia,regular
401121960,2019,10,App State,Georgia Southern,regular
401117894,2019,10,UConn,Navy,regular
401112495,2019,10,Syracuse,Boston College,regular
401112243,2019,10,Purdue,Nebraska,regular
401110841,2019,10,Texas A&M,UTSA,regular
401119295,2019,10,Central Michigan,Northern Illinois,regular
401112208,2019,10,Maryland,Michigan,regular
401117895,2019,10,UCF,Houston,regular
401114300,2019,10,Florida International,Old Dominion,regular
401119294,2019,10,Eastern Michigan,Buffalo,regular
401114352,2019,10,Massachusetts,Liberty,regular
401112500,2019,10,Wake Forest,NC State,regular
401119293,2019,10,Bowling Green,Akron,regular
401112501,2019,10,Notre Dame,Virginia Tech,regular
401121962,2019,10,Coastal Carolina,Troy,regular
401112127,2019,10,Oklahoma State,TCU,regular
401114331,2019,10,Air Force,Army,regular
401112104,2019,10,Kansas,Kansas State,regular
401117538,2019,10,Colorado State,UNLV,regular
401114303,2019,10,North Texas,UTEP,regular
401110838,2019,10,Florida,Georgia,regular
401112153,2019,10,Illinois,Rutgers,regular
401112497,2019,10,Florida State,Miami,regular
401121961,2019,10,UL Monroe,Arkansas State,regular
401114302,2019,10,Rice,Marshall,regular
401114299,2019,10,Charlotte,Middle Tennessee,regular
401117898,2019,10,Tulane,Tulsa,regular
401114301,2019,10,Western Kentucky,Florida Atlantic,regular
401112498,2019,10,Georgia Tech,Pittsburgh,regular
401114227,2019,10,Washington,Utah,regular
401110836,2019,10,Arkansas,Mississippi State,regular
401112496,2019,10,Clemson,Wofford,regular
401114171,2019,10,Arizona,Oregon State,regular
401121963,2019,10,Louisiana,Texas State,regular
401117896,2019,10,East Carolina,Cincinnati,regular
401110840,2019,10,Tennessee,UAB,regular
401110837,2019,10,Auburn,Ole Miss,regular
401112165,2019,10,Indiana,Northwestern,regular
401110839,2019,10,South Carolina,Vanderbilt,regular
401112499,2019,10,North Carolina,Virginia,regular
401117897,2019,10,Memphis,SMU,regular
401114198,2019,10,USC,Oregon,regular
401114189,2019,10,UCLA,Colorado,regular
401117216,2019,10,Utah State,BYU,regular
401117535,2019,10,San José State,Boise State,regular
401117536,2019,10,Nevada,New Mexico,regular
401117537,2019,10,Hawai'i,Fresno State,regular
401119297,2019,11,Toledo,Kent State,regular
401119296,2019,11,Western Michigan,Ball State,regular
401119298,2019,11,Ohio,Miami (OH),regular
401121964,2019,11,Coastal Carolina,Louisiana,regular
401117899,2019,11,South Florida,Temple,regular
401117900,2019,11,Tulsa,UCF,regular
401114205,2019,11,Oregon State,Washington,regular
401112502,2019,11,Boston College,Florida State,regular
401112209,2019,11,Ohio State,Maryland,regular
401114332,2019,11,Army,Massachusetts,regular
401112142,2019,11,West Virginia,Texas Tech,regular
401112081,2019,11,TCU,Baylor,regular
401110844,2019,11,Florida,Vanderbilt,regular
401117902,2019,11,SMU,East Carolina,regular
401110843,2019,11,Arkansas,Western Kentucky,regular
401112235,2019,11,Minnesota,Penn State,regular
401112249,2019,11,Northwestern,Purdue,regular
