id,start_date,season,season_type,week,neutral_site,home_team,home_conference,home_elo,home_talent,away_team,away_conference,away_talent,away_elo,home_points,away_points,margin,spread,home_adjusted_epa,home_adjusted_epa_allowed,away_adjusted_epa,away_adjusted_epa_allowed,home_adjusted_rushing_epa,home_adjusted_rushing_epa_allowed,away_adjusted_rushing_epa,away_adjusted_rushing_epa_allowed,home_adjusted_passing_epa,home_adjusted_passing_epa_allowed,away_adjusted_passing_epa,away_adjusted_passing_epa_allowed,home_adjusted_success,home_adjusted_success_allowed,away_adjusted_success,away_adjusted_success_allowed,home_adjusted_standard_down_success,home_adjusted_standard_down_success_allowed,away_adjusted_standard_down_success,away_adjusted_standard_down_success_allowed,home_adjusted_passing_down_success,home_adjusted_passing_down_success_allowed,away_adjusted_passing_down_success,away_adjusted_passing_down_success_allowed,home_adjusted_line_yards,home_adjusted_line_yards_allowed,away_adjusted_line_yards,away_adjusted_line_yards_allowed,home_adjusted_second_level_yards,home_adjusted_second_level_yards_allowed,away_adjusted_second_level_yards,away_adjusted_second_level_yards_allowed,home_adjusted_open_field_yards,home_adjusted_open_field_yards_allowed,away_adjusted_open_field_yards,away_adjusted_open_field_yards_allowed,home_adjusted_explosiveness,home_adjusted_explosiveness_allowed,away_adjusted_explosiveness,away_adjusted_explosiveness_allowed,home_adjusted_rush_explosiveness,home_adjusted_rush_explosiveness_allowed,away_adjusted_rush_explosiveness,away_adjusted_rush_explosiveness_allowed,home_adjusted_pass_explosiveness,home_adjusted_pass_explosiveness_allowed,away_adjusted_pass_explosiveness,away_adjusted_pass_explosiveness_allowed,home_total_havoc_offense,home_front_seven_havoc_offense,home_db_havoc_offense,away_total_havoc_offense,away_front_seven_havoc_offense,away_db_havoc_offense,home_total_havoc_defense,home_front_seven_havoc_defense,home_db_havoc_defense,away_total_havoc_defense,away_front_seven_havoc_defense,away_db_havoc_defense,home_points_per_opportunity_offense,away_points_per_opportunity_offense,home_points_per_opportunity_defense,away_points_per_opportunity_defense,home_avg_start_offense,home_avg_start_defense,away_avg_start_offense,away_avg_start_defense,startTimeTBD,completed,conference_game,venueId,venue,homeId,homeClassification,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayClassification,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,attendance
401778123,2025-12-13 17:00:00+00:00,2025,postseason,1,True,Prairie View A&M,SWAC,,,South Carolina State,MEAC,,1484.736306793522,38.0,40.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,
401778302,2025-12-14 01:00:00+00:00,2025,postseason,1,True,Washington,Big Ten,1550.600869905393,720.56,Boise State,Mountain West,610.65,1527.5695511533818,38.0,10.0,28.0,,0.1906945129089927,-0.1171297554108427,0.1171297554108427,-0.1906945129089927,0.0678418622668571,-0.1620444341683616,0.1620444341683616,-0.0678418622668571,0.3368139945753031,-0.073708401425113,0.073708401425113,-0.3368139945753031,0.1362192045886458,-0.028797769617843,0.028797769617843,-0.1362192045886458,0.1321838550550919,-0.0302492273295192,0.0302492273295192,-0.1321838550550919,0.0959627985626717,-0.0203362151777137,0.0203362151777137,-0.0959627985626717,0.254499229909066,-0.2244623655913979,0.2244623655913979,-0.254499229909066,0.1013882735194211,-0.2365591397849462,0.2365591397849462,-0.1013882735194211,-0.362686456948752,-0.672201138519924,0.672201138519924,0.362686456948752,-0.1707910453414918,-0.0886992647645521,0.0886992647645521,0.1707910453414918,-0.1772949988902006,-0.2355505603732415,0.2355505603732415,0.1772949988902006,-0.2189685660198905,-0.0757997336638047,0.0757997336638047,0.2189685660198905,0.167,0.111,0.056,0.144,0.075,0.069,0.144,0.075,0.069,0.167,0.111,0.056,4.578313253012048,3.702127659574468,2.9859154929577465,4.136986301369863,71.1,69.6,69.4,71.4,,,False,,,,,,,,,,,,,,,,,,
401778303,2025-12-17 02:00:00+00:00,2025,postseason,1,True,Jacksonville State,Conference USA,1452.82805608116,519.93,Troy,Sun Belt,561.87,1521.4850778872647,17.0,13.0,4.0,,0.0742262945475483,0.0734107490538545,-0.0734107490538545,-0.0742262945475483,0.1160143169538722,0.1023418654022834,-0.1023418654022834,-0.1160143169538722,0.0056531102728586,0.0822016755952577,-0.0822016755952577,-0.0056531102728586,0.0427566637816755,0.0414893617021276,-0.0414893617021276,-0.0427566637816755,0.0306845931845932,0.0455469271370502,-0.0455469271370502,-0.0306845931845932,0.0396314728558576,0.0259020191989407,-0.0259020191989407,-0.0396314728558576,0.1859972876715803,-0.0922359080438157,0.0922359080438157,-0.1859972876715803,0.2505418319623822,0.1981336091392036,-0.1981336091392036,-0.2505418319623822,0.0950012040710275,0.6116026514973438,-0.6116026514973438,-0.0950012040710275,-0.0348373811058855,-0.0010108300079836,0.0010108300079836,0.0348373811058855,0.1416455874649733,0.1849269436736038,-0.1849269436736038,-0.1416455874649733,-0.1782316318544365,-0.1341799865243931,0.1341799865243931,0.1782316318544365,0.164,0.107,0.057,0.1689999999999999,0.102,0.067,0.1689999999999999,0.102,0.067,0.164,0.107,0.057,3.7333333333333334,3.671641791044776,3.783783783783784,3.1744186046511627,71.4,72.5,69.0,71.1,,,False,,,,,,,,,,,,,,,,,,
401778304,2025-12-17 22:00:00+00:00,2025,postseason,1,True,South Florida,American Athletic,1515.9660918698307,666.89,Old Dominion,Sun Belt,477.45,1556.0852264628807,0.0,0.0,0.0,,0.3051759865376279,-0.1714455227448378,0.1714455227448378,-0.3051759865376279,0.2171354073977126,-0.1524388047280264,0.1524388047280264,-0.2171354073977126,0.4051076508333533,-0.2221145859275287,0.2221145859275287,-0.4051076508333533,0.0967085358026955,-0.0824289581434576,0.0824289581434576,-0.0967085358026955,0.1059733260432329,-0.0815531113899756,0.0815531113899756,-0.1059733260432329,0.0473276213790289,-0.0468052285459121,0.0468052285459121,-0.0473276213790289,0.4280775870823601,-0.627699572300922,0.627699572300922,-0.4280775870823601,0.2177312887173759,-0.3309500852925906,0.3309500852925906,-0.2177312887173759,0.9874174875596629,-0.8942174095774926,0.8942174095774926,-0.9874174875596629,0.2223531160084271,0.0558436458320779,-0.0558436458320779,-0.2223531160084271,0.2219130136657799,0.0643000113286653,-0.0643000113286653,-0.2219130136657799,0.2003155088243338,-0.22889729969331,0.22889729969331,-0.2003155088243338,0.185,0.119,0.066,0.1649999999999999,0.106,0.059,0.1649999999999999,0.106,0.059,0.185,0.119,0.066,4.7215189873417724,4.090909090909091,3.2083333333333335,3.2096774193548385,70.6,71.0,69.7,71.1,,,False,,,,,,,,,,,,,,,,,,
401778305,2025-12-18 01:30:00+00:00,2025,postseason,1,True,Delaware,Conference USA,1483.263693206478,242.85,Louisiana,Sun Belt,585.82,1479.720204976675,0.0,0.0,0.0,,-0.0037202328407245,0.1035729425766475,-0.1035729425766475,0.0037202328407245,-0.1167946918282219,0.0470931065864743,-0.0470931065864743,0.1167946918282219,-0.0177599539830955,0.1677039348383698,-0.1677039348383698,0.0177599539830955,-0.0320956758785096,0.0305137844611528,-0.0305137844611528,0.0320956758785096,-0.0282005408099077,9.825542042402048e-05,-9.825542042402048e-05,0.0282005408099077,0.0083894320219207,0.0869719614624505,-0.0869719614624505,-0.0083894320219207,-0.4642907729664101,-0.0861515410958904,0.0861515410958904,0.4642907729664101,-0.1592535916632943,-0.0607519977168951,0.0607519977168951,0.1592535916632943,0.2011268211250507,0.3689355022831049,-0.3689355022831049,-0.2011268211250507,0.099755058804257,0.2381119190576675,-0.2381119190576675,-0.099755058804257,0.0030742409768831,0.28023583796452,-0.28023583796452,-0.0030742409768831,-0.030354124489464,-0.0171222454805899,0.0171222454805899,0.030354124489464,0.132,0.083,0.049,0.159,0.107,0.052,0.159,0.107,0.052,0.132,0.083,0.049,3.617283950617284,3.557142857142857,4.1891891891891895,3.4210526315789473,71.3,69.4,72.6,69.9,,,False,,,,,,,,,,,,,,,,,,
401838053,2025-12-19 02:00:00+00:00,2025,postseason,1,True,Arkansas State,Sun Belt,1508.8592283156433,591.27,Missouri State,Conference USA,426.1,1483.9323273572415,0.0,0.0,0.0,,-0.1645976947424348,0.0233015585393501,-0.0233015585393501,0.1645976947424348,-0.2344770878394608,0.0925787153964058,-0.0925787153964058,0.2344770878394608,-0.1067670921138955,-0.0157004429193942,0.0157004429193942,0.1067670921138955,-0.0092878578482467,0.0457893519363989,-0.0457893519363989,0.0092878578482467,-0.0206738131699846,0.0398200700398502,-0.0398200700398502,0.0206738131699846,0.0130801687763713,0.0282258064516128,-0.0282258064516128,-0.0130801687763713,-0.1898512445319893,0.2819460112812249,-0.2819460112812249,0.1898512445319893,-0.1639763628456677,-0.0607305936073059,0.0607305936073059,0.1639763628456677,-0.7747755237778517,-0.120897125973677,0.120897125973677,0.7747755237778517,-0.1689835603988285,-0.2049604013154489,0.2049604013154489,0.1689835603988285,-0.3121539682141018,-0.0658799901683,0.0658799901683,0.3121539682141018,-0.0981279702687993,-0.2143231554251448,0.2143231554251448,0.0981279702687993,0.148,0.078,0.07,0.143,0.095,0.048,0.143,0.095,0.048,0.148,0.078,0.07,3.259259259259259,3.656716417910448,3.88,3.8955223880597014,70.2,72.0,70.0,71.4,,,False,,,,,,,,,,,,,,,,,,
401778306,2025-12-19 16:00:00+00:00,2025,postseason,1,True,Western Michigan,Mid-American,1470.1965245402773,534.35,Kennesaw State,Conference USA,338.87,1486.2362262325291,0.0,0.0,0.0,,-0.070018208658929,-0.106349395021817,0.106349395021817,0.070018208658929,-0.0264655671866241,-0.0500442361296132,0.0500442361296132,0.0264655671866241,-0.1449589074255457,-0.225569808439264,0.225569808439264,0.1449589074255457,6.078990401275908e-05,-0.0387912928276768,0.0387912928276768,-6.078990401275908e-05,0.0093309579665919,-0.0386198366493932,0.0386198366493932,-0.0093309579665919,-0.0233103879849812,-0.0343318828592321,0.0343318828592321,0.0233103879849812,0.1223753815405004,-0.0956790123456792,0.0956790123456792,-0.1223753815405004,-0.0517917467765938,-0.0543209876543211,0.0543209876543211,0.0517917467765938,-0.5797460379530963,0.4119341563786007,-0.4119341563786007,0.5797460379530963,-0.1848474626932235,-0.1119244869234796,0.1119244869234796,0.1848474626932235,-0.1349591965964756,-0.0244859668648445,0.0244859668648445,0.1349591965964756,-0.0569007431551522,-0.2790246466395887,0.2790246466395887,0.0569007431551522,0.173,0.108,0.065,0.168,0.113,0.055,0.168,0.113,0.055,0.173,0.108,0.065,3.341463414634146,3.235955056179775,3.2058823529411766,3.5753424657534247,67.9,72.3,70.5,73.4,,,False,,,,,,,,,,,,,,,,,,
401778307,2025-12-19 19:30:00+00:00,2025,postseason,1,True,NC State,ACC,1502.7458632332275,707.51,Memphis,American Athletic,668.63,1545.8266239021236,0.0,0.0,0.0,,0.081320529392189,-0.0612457912540093,0.0612457912540093,-0.081320529392189,0.1588799199212481,-0.1852937633536401,0.1852937633536401,-0.1588799199212481,-0.0137300846808109,0.0628743423361768,-0.0628743423361768,0.0137300846808109,0.0166431914503893,-0.0555186691583305,0.0555186691583305,-0.0166431914503893,0.0171325981020774,-0.0751285092922103,0.0751285092922103,-0.0171325981020774,0.0205472078251641,-0.0066471537598818,0.0066471537598818,-0.0205472078251641,0.3595837081815065,-0.4252224935558271,0.4252224935558271,-0.3595837081815065,0.1688596633162252,-0.3678673178673179,0.3678673178673179,-0.1688596633162252,0.449804863210081,-0.5650929317595985,0.5650929317595985,-0.449804863210081,0.0921153510141219,0.0835455103270195,-0.0835455103270195,-0.0921153510141219,0.1464088598632259,-0.0897614145294294,0.0897614145294294,-0.1464088598632259,0.0308686311573125,0.179565997848434,-0.179565997848434,-0.0308686311573125,0.175,0.11,0.065,0.143,0.078,0.065,0.143,0.078,0.065,0.175,0.11,0.065,4.71875,4.605263157894737,3.848101265822785,3.944444444444444,72.3,70.1,70.7,74.0,,,False,,,,,,,,,,,,,,,,,,
401779840,2025-12-20 01:00:00+00:00,2025,postseason,1,False,Oklahoma,SEC,1587.420906234438,882.59,Alabama,SEC,993.55,1592.9906880985961,0.0,0.0,0.0,,0.0605464191062763,-0.2570133666583337,0.2570133666583337,-0.0605464191062763,-0.0363152243204719,-0.1562311351906835,0.1562311351906835,0.0363152243204719,0.1237237593109289,-0.3147673244197841,0.3147673244197841,-0.1237237593109289,0.0444176319176318,-0.1376586555327432,0.1376586555327432,-0.0444176319176318,0.0524271631018396,-0.1393199401445445,0.1393199401445445,-0.0524271631018396,0.0144540144540144,-0.1008179622310057,0.1008179622310057,-0.0144540144540144,0.0992994045583866,-0.9035581437467785,0.9035581437467785,-0.0992994045583866,0.0321719103805536,-0.1838699341032892,0.1838699341032892,-0.0321719103805536,-0.2573752830444292,0.2103609690856658,-0.2103609690856658,0.2573752830444292,-0.0115762311145224,0.0420315375295501,-0.0420315375295501,0.0115762311145224,-0.1086427936952294,0.2421630088782858,-0.2421630088782858,0.1086427936952294,0.0140726484366693,-0.0966870850015531,0.0966870850015531,-0.0140726484366693,0.184,0.118,0.066,0.231,0.165,0.066,0.231,0.165,0.066,0.184,0.118,0.066,3.746268656716418,4.265060240963855,2.5090909090909093,3.3333333333333335,68.7,74.5,69.6,71.5,,,True,,,,,,,,,,,,,,,,,,
401779841,2025-12-20 17:00:00+00:00,2025,postseason,1,False,Texas A&M,SEC,1635.036755999012,917.29,Miami,ACC,874.57,1578.0626214914732,0.0,0.0,0.0,,0.2379498198704745,-0.1283968817354787,0.1283968817354787,-0.2379498198704745,0.2066622675474225,0.050255042425065,-0.050255042425065,-0.2066622675474225,0.2830876874508747,-0.3967525748350722,0.3967525748350722,-0.2830876874508747,0.1151704963088428,-0.1501423149905123,0.1501423149905123,-0.1151704963088428,0.1437963341311073,-0.1158851192353851,0.1158851192353851,-0.1437963341311073,0.008894279361229,-0.1278784494864897,0.1278784494864897,-0.008894279361229,0.7536544407719372,-0.5323310278902382,0.5323310278902382,-0.7536544407719372,0.2803870348651242,0.1883012820512821,-0.1883012820512821,-0.2803870348651242,0.4457031666488965,1.3028705578047683,-1.3028705578047683,-0.4457031666488965,-0.0337427672921546,0.3117002823163244,-0.3117002823163244,0.0337427672921546,-0.0646691748518196,0.5146236521248639,-0.5146236521248639,0.0646691748518196,0.1071636399698083,0.0727089925773349,-0.0727089925773349,-0.1071636399698083,0.201,0.125,0.076,0.215,0.157,0.058,0.215,0.157,0.058,0.201,0.125,0.076,4.395348837209302,4.619047619047619,4.096153846153846,2.6206896551724137,67.1,74.2,69.2,74.9,,,False,,,,,,,,,,,,,,,,,,
