id,start_date,season,season_type,week,neutral_site,home_team,home_conference,away_team,away_conference,home_elo,away_elo,home_talent,away_talent,home_points,away_points,margin,spread,game_key,conference_game,home_adjusted_epa,home_adjusted_epa_allowed,away_adjusted_epa,away_adjusted_epa_allowed,home_adjusted_rushing_epa,home_adjusted_rushing_epa_allowed,away_adjusted_rushing_epa,away_adjusted_rushing_epa_allowed,home_adjusted_passing_epa,home_adjusted_passing_epa_allowed,away_adjusted_passing_epa,away_adjusted_passing_epa_allowed,home_adjusted_success,home_adjusted_success_allowed,away_adjusted_success,away_adjusted_success_allowed,home_adjusted_standard_down_success,home_adjusted_standard_down_success_allowed,away_adjusted_standard_down_success,away_adjusted_standard_down_success_allowed,home_adjusted_passing_down_success,home_adjusted_passing_down_success_allowed,away_adjusted_passing_down_success,away_adjusted_passing_down_success_allowed,home_adjusted_line_yards,home_adjusted_line_yards_allowed,away_adjusted_line_yards,away_adjusted_line_yards_allowed,home_adjusted_second_level_yards,home_adjusted_second_level_yards_allowed,away_adjusted_second_level_yards,away_adjusted_second_level_yards_allowed,home_adjusted_open_field_yards,home_adjusted_open_field_yards_allowed,away_adjusted_open_field_yards,away_adjusted_open_field_yards_allowed,home_adjusted_explosiveness,home_adjusted_explosiveness_allowed,away_adjusted_explosiveness,away_adjusted_explosiveness_allowed,home_adjusted_rush_explosiveness,home_adjusted_rush_explosiveness_allowed,away_adjusted_rush_explosiveness,away_adjusted_rush_explosiveness_allowed,home_adjusted_pass_explosiveness,home_adjusted_pass_explosiveness_allowed,away_adjusted_pass_explosiveness,away_adjusted_pass_explosiveness_allowed,home_total_havoc_offense,home_front_seven_havoc_offense,home_db_havoc_offense,away_total_havoc_offense,away_front_seven_havoc_offense,away_db_havoc_offense,home_total_havoc_defense,home_front_seven_havoc_defense,home_db_havoc_defense,away_total_havoc_defense,away_front_seven_havoc_defense,away_db_havoc_defense,home_points_per_opportunity_offense,away_points_per_opportunity_offense,home_points_per_opportunity_defense,away_points_per_opportunity_defense,home_avg_start_offense,home_avg_start_defense,away_avg_start_offense,away_avg_start_defense
401752678,2025-08-30 23:00:00,2025,regular,1,False,Texas A&M,SEC,UTSA,AAC,1674.0,1529.0,519.7277814285151,784.5354169680504,0,0,0,0.0,2025_1_Texas_A&M_UTSA,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401752671,2025-08-30 23:30:00,2025,regular,1,False,Clemson,ACC,LSU,SEC,1704.0,1718.0,854.5680408653682,883.5238579312402,0,0,0,0.0,2025_1_Clemson_LSU,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401752808,2025-08-30 23:30:00,2025,regular,1,False,Michigan,B1G,New Mexico,MWC,1772.0,1331.0,770.5793327797667,218.53402847049733,0,0,0,0.0,2025_1_Michigan_New_Mexico,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401757225,2025-08-30 23:30:00,2025,regular,1,False,Utah State,MWC,UTEP,CUSA,1408.0,1240.0,262.1160447348199,581.0877870204909,0,0,0,0.0,2025_1_Utah_State_UTEP,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401752672,2025-08-30 23:45:00,2025,regular,1,False,Ole Miss,SEC,Georgia State,SBC,1838.0,1331.0,314.31819838237243,341.6205118574248,0,0,0,0.0,2025_1_Ole_Miss_Georgia_State,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401761592,2025-08-31 00:00:00,2025,regular,1,False,Louisiana,SBC,Rice,AAC,1474.0,1326.0,510.70321934397646,739.0036006459942,0,0,0,0.0,2025_1_Louisiana_Rice,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401761594,2025-08-31 00:00:00,2025,regular,1,False,Texas State,SBC,Eastern Michigan,MAC,1593.0,1283.0,435.14964914893994,731.4634806512195,0,0,0,0.0,2025_1_Texas_State_Eastern_Michigan,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401760361,2025-08-31 01:30:00,2025,regular,1,False,Fresno State,MWC,Georgia Southern,SBC,1511.0,1457.0,513.3130882130109,635.3397897280854,0,0,0,0.0,2025_1_Fresno_State_Georgia_Southern,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401752936,2025-08-31 02:30:00,2025,regular,1,False,Oregon State,PAC,California,ACC,1406.0,1519.0,789.6636916798763,430.1620217765704,0,0,0,0.0,2025_1_Oregon_State_California,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401756849,2025-08-31 02:30:00,2025,regular,1,False,Arizona,B12,Hawai'i,MWC,1371.0,1114.0,630.9217989759762,577.398953078613,0,0,0,0.0,2025_1_Arizona_Hawai'i,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401752800,2025-08-31 03:00:00,2025,regular,1,False,UCLA,B1G,Utah,B12,1492.0,1542.0,665.280265013051,515.6261735179144,0,0,0,0.0,2025_1_UCLA_Utah,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401752805,2025-08-31 03:00:00,2025,regular,1,False,Washington,B1G,Colorado State,MWC,1585.0,1382.0,621.1726993921542,753.8682432573321,0,0,0,0.0,2025_1_Washington_Colorado_State,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401752680,2025-08-31 19:00:00,2025,regular,1,True,Virginia Tech,ACC,South Carolina,SEC,1598.0,1706.0,607.6833785459929,452.4716328329433,0,0,0,0.0,2025_1_Virginia_Tech_South_Carolina,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401754522,2025-08-31 23:30:00,2025,regular,1,False,Miami,ACC,Notre Dame,Ind,1736.0,1936.0,523.7296221978331,399.27586718855633,0,0,0,0.0,2025_1_Miami_Notre_Dame,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401754523,2025-09-02 00:00:00,2025,regular,1,False,North Carolina,ACC,TCU,B12,1497.0,1633.0,395.5272356088525,696.0399560051139,0,0,0,0.0,2025_1_North_Carolina_TCU,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401757289,2025-10-28 23:00:00,2025,regular,10,False,Kennesaw State,CUSA,UTEP,CUSA,1233.0,1094.0,524.221242729195,581.0877870204909,0,0,0,0.0,2025_10_Kennesaw_State_UTEP,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401761639,2025-10-28 23:30:00,2025,regular,10,False,Texas State,SBC,James Madison,SBC,1635.0,1707.0,435.14964914893994,706.1262031354763,0,0,0,0.0,2025_10_Texas_State_James_Madison,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401757292,2025-10-29 23:30:00,2025,regular,10,False,Middle Tennessee,CUSA,Jacksonville State,CUSA,1104.0,1638.0,491.6274851734485,563.4494020195128,0,0,0,0.0,2025_10_Middle_Tennessee_Jacksonville_State,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401761640,2025-10-30 23:30:00,2025,regular,10,False,Coastal Carolina,SBC,Marshall,SBC,1335.0,1517.0,220.21387090602033,200.0,0,0,0,0.0,2025_10_Coastal_Carolina_Marshall,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
